branching_types,n_end,k,uscat,device,dtype,density_dtype,density_device,uscat_dtype,uscat_device
a,52,256.0,(-0.09508341635299494+2.411671055589668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,52,362.03867196751236,(1.1125399241654887+0.46579530618355075j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,52,512.0,(0.9014094759292692+0.050846914897697125j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,52,724.0773439350247,(-0.559114274957361-3.1915295310326464j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,1.0,(-1.35593336259429-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,1.4142135623730951,(-0.8771443358651604-2.1880003395045264j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,2.0,(1.215032727937534-1.1253401296126984j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,2.8284271247461903,(0.9594058744019145-0.17538918868292347j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,4.0,(1.2981009169165494+0.48605340302883704j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,5.656854249492381,(-1.0989021312389002+0.3381353867087338j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,8.0,(0.7971526628126606-2.204694413306669j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,11.313708498984761,(-1.271602027322595+1.5662573132743103j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,16.0,(1.003548724541834+0.09104501905173143j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,22.627416997969522,(1.1413239533075965+0.2969524447460777j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,32.0,(-1.1126966314996372-0.25954651853294874j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,45.254833995939045,(-1.280242550533395-1.652127429603711j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,64.0,(-1.4119303938026562-1.106950260893119j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,90.50966799187809,(1.051994534126198-0.27235949475706733j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,128.0,(1.2000650385392655-0.39451480223643887j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,181.01933598375618,(-1.4427854274607215+1.5061265770211891j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,256.0,(-0.03482263172153265+2.5579872047768673j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,362.03867196751236,(1.1184439694499615+0.49744400628030483j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,512.0,(0.9053785986053828+0.04718053302941124j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,53,724.0773439350247,(-0.6212288548835249-3.0582395270734075j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,1.0,(-1.3559333625942889-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,1.4142135623730951,(-0.87714433586516-2.188000339504526j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,2.0,(1.2150327279375333-1.1253401296126977j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,2.8284271247461903,(0.959405874401914-0.17538918868292347j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,4.0,(1.2981009169165487+0.4860534030288368j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,5.656854249492381,(-1.0989021312388998+0.3381353867087337j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,8.0,(0.7971526628126601-2.2046944133066684j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,11.313708498984761,(-1.2716020273225945+1.5662573132743114j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,16.0,(1.0035487245418322+0.09104501905173201j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,22.627416997969522,(1.1413239533075958+0.29695244474608007j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,32.0,(-1.112696631499639-0.2595465185329545j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,45.254833995939045,(-1.280567105369407-1.6518388123807797j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,64.0,(-1.161740848508583-1.2706346794162713j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,90.50966799187809,(1.09854646732938-0.19243894106742007j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,128.0,(1.205589340000114-0.4072296397474835j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,181.01933598375618,(-1.4353196334230498+1.5813371807005006j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,256.0,(-0.03945615441216168+2.56018046742175j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,362.03867196751236,(1.1421122821783218+0.492091364867423j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,512.0,(0.9229357881618799+0.06513679336378633j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,54,724.0773439350247,(-0.6919538474799865-3.08655123560691j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,1.0,(-1.3559333625942889-0.657813448689736j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,1.4142135623730951,(-0.8771443358651602-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,2.0,(1.215032727937533-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,2.8284271247461903,(0.9594058744019139-0.17538918868292336j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,4.0,(1.2981009169165483+0.4860534030288369j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,5.656854249492381,(-1.0989021312388996+0.33813538670873355j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,8.0,(0.7971526628126597-2.2046944133066675j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,11.313708498984761,(-1.2716020273225932+1.5662573132743114j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,16.0,(1.0035487245418344+0.09104501905173204j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,22.627416997969522,(1.1413239533075998+0.2969524447460787j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,32.0,(-1.112696631499643-0.25954651853295563j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,45.254833995939045,(-1.2804486641217974-1.6518198921457063j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,64.0,(-1.4397001261814877-1.4703011627568385j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,90.50966799187809,(1.1673825324423361-0.2553865664200491j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,128.0,(1.2980883224770459-0.3857831766812778j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,181.01933598375618,(-1.2690024657539334+1.5375294438222475j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,256.0,(0.034082640345854454+2.697805979346581j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,362.03867196751236,(1.1479401744032376+0.514595464468369j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,512.0,(0.9303229948283149+0.057508934557431904j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,55,724.0773439350247,(-0.739652388563401-2.946786051396349j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,1.0,(-1.355933362594289-0.6578134486897361j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,1.4142135623730951,(-0.8771443358651598-2.188000339504526j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,2.0,(1.2150327279375333-1.1253401296126977j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,2.8284271247461903,(0.9594058744019138-0.1753891886829234j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,4.0,(1.298100916916549+0.48605340302883693j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,5.656854249492381,(-1.0989021312389+0.338135386708734j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,8.0,(0.7971526628126591-2.2046944133066684j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,11.313708498984761,(-1.2716020273225923+1.5662573132743132j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,16.0,(1.0035487245418353+0.09104501905173136j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,22.627416997969522,(1.141323953307598+0.2969524447460785j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,32.0,(-1.112696631499646-0.25954651853295263j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,45.254833995939045,(-1.2804627555697476-1.65184631455128j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,64.0,(-1.4770345322141583-1.2057856572202819j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,90.50966799187809,(1.1503565434838325-0.26672055602026107j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,128.0,(1.3036860449509289-0.4731448025612808j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,181.01933598375618,(-1.2793922592496634+1.5133108105574296j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,256.0,(0.08590564140358646+2.6665727634278524j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,362.03867196751236,(1.1760175624829274+0.5066727205361278j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,512.0,(0.9471388315607326+0.07295494107470474j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,56,724.0773439350247,(-0.787113743645999-2.9606191774600403j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,1.0,(-1.3559333625942889-0.6578134486897365j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,1.4142135623730951,(-0.8771443358651596-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,2.0,(1.2150327279375333-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,2.8284271247461903,(0.9594058744019138-0.17538918868292325j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,4.0,(1.2981009169165483+0.4860534030288366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,5.656854249492381,(-1.0989021312388996+0.3381353867087339j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,8.0,(0.7971526628126591-2.2046944133066675j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,11.313708498984761,(-1.2716020273225928+1.566257313274312j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,16.0,(1.003548724541833+0.09104501905173182j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,22.627416997969522,(1.1413239533075985+0.29695244474607985j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,32.0,(-1.112696631499639-0.25954651853295374j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,45.254833995939045,(-1.2804659011998125-1.65184033422973j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,64.0,(-1.3801576929003743-1.2368529411094336j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,90.50966799187809,(1.1701321556866155-0.3285680146054232j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,128.0,(1.3164587356300141-0.4739834519682866j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,181.01933598375618,(-1.1580706325424324+1.4426683711916366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,256.0,(0.15861473462676248+2.773310646755596j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,362.03867196751236,(1.1796930515866175+0.519122763376865j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,512.0,(0.9573188479389394+0.06133173357659058j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,57,724.0773439350247,(-0.8215241217139446-2.8210770052651295j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,1.0,(-1.3559333625942886-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,1.4142135623730951,(-0.87714433586516-2.188000339504526j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,2.0,(1.2150327279375333-1.1253401296126977j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,2.8284271247461903,(0.9594058744019138-0.1753891886829234j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,4.0,(1.2981009169165487+0.48605340302883676j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,5.656854249492381,(-1.0989021312389+0.33813538670873433j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,8.0,(0.7971526628126586-2.204694413306669j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,11.313708498984761,(-1.2716020273225928+1.5662573132743125j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,16.0,(1.0035487245418335+0.09104501905173185j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,22.627416997969522,(1.1413239533076003+0.2969524447460772j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,32.0,(-1.1126966314996436-0.2595465185329557j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,45.254833995939045,(-1.280464520356814-1.6518403812561568j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,64.0,(-1.3388240193178946-1.1892575290155025j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,90.50966799187809,(1.0801548764699607-0.3324310177225204j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,128.0,(1.3008146922973836-0.5616363723295184j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,181.01933598375618,(-1.219630113910467+1.3574402206765162j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,256.0,(0.2513179789476382+2.701096321706732j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,362.03867196751236,(1.209358172708484+0.5102961900733538j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,512.0,(0.9721084164837488+0.07372100367022932j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,58,724.0773439350247,(-0.8453009181566968-2.826057833332898j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,1.0,(-1.3559333625942886-0.6578134486897358j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,1.4142135623730951,(-0.8771443358651598-2.1880003395045247j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,2.0,(1.2150327279375328-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,2.8284271247461903,(0.9594058744019137-0.17538918868292336j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,4.0,(1.2981009169165483+0.4860534030288366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,5.656854249492381,(-1.0989021312388991+0.33813538670873355j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,8.0,(0.7971526628126588-2.204694413306667j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,11.313708498984761,(-1.2716020273225932+1.5662573132743112j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,16.0,(1.0035487245418335+0.09104501905173014j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,22.627416997969522,(1.1413239533075963+0.29695244474607685j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,32.0,(-1.1126966314996474-0.25954651853295585j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,45.254833995939045,(-1.2804646290615214-1.65184061974119j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,64.0,(-1.2546175706262608-1.3777844724396462j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,90.50966799187809,(1.0870292755049427-0.28276490024632567j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,128.0,(1.2364825060957512-0.5433362176893073j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,181.01933598375618,(-1.1714436921594868+1.316668350839009j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,256.0,(0.30347742878774236+2.758688434962669j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,362.03867196751236,(1.2101064812051767+0.512877931718744j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,512.0,(0.9844178317850514+0.05847553386543893j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,59,724.0773439350247,(-0.8689491744155518-2.691723584045082j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,1.0,(-1.355933362594288-0.6578134486897359j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,1.4142135623730951,(-0.8771443358651589-2.1880003395045238j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,2.0,(1.2150327279375324-1.125340129612697j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,2.8284271247461903,(0.9594058744019133-0.17538918868292305j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,4.0,(1.2981009169165474+0.4860534030288365j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,5.656854249492381,(-1.0989021312388987+0.33813538670873305j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,8.0,(0.7971526628126588-2.204694413306665j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,11.313708498984761,(-1.2716020273225919+1.5662573132743107j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,16.0,(1.0035487245418324+0.0910450190517311j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,22.627416997969522,(1.141323953307598+0.2969524447460793j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,32.0,(-1.1126966314996416-0.25954651853295596j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,45.254833995939045,(-1.2804646690869639-1.6518405889089436j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,64.0,(-1.5530084748613124-1.3461079082643452j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,90.50966799187809,(1.07066466548301-0.27712581366234984j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,128.0,(1.2248673230498235-0.569408064553621j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,181.01933598375618,(-1.2682797210046737+1.2180888227584643j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,256.0,(0.40805286461007906+2.6465981230394737j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,362.03867196751236,(1.2392865787505232+0.5048654324223827j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,512.0,(0.9960196712226947+0.06753645665643046j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,60,724.0773439350247,(-0.8703890729687529-2.6919382513422097j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,1.0,(-1.3559333625942895-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,1.4142135623730951,(-0.87714433586516-2.188000339504526j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,2.0,(1.2150327279375337-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,2.8284271247461903,(0.959405874401914-0.17538918868292314j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,4.0,(1.2981009169165487+0.48605340302883704j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,5.656854249492381,(-1.0989021312388998+0.3381353867087338j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,8.0,(0.7971526628126593-2.2046944133066675j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,11.313708498984761,(-1.2716020273225936+1.566257313274313j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,16.0,(1.0035487245418335+0.09104501905173197j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,22.627416997969522,(1.1413239533076003+0.2969524447460802j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,32.0,(-1.1126966314996423-0.25954651853295596j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,45.254833995939045,(-1.280464660909022-1.651840581124548j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,64.0,(-1.3656209931806107-1.0823592714524275j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,90.50966799187809,(1.1079381035632556-0.21716520000756526j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,128.0,(1.14534517743673-0.5163221274376077j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,181.01933598375618,(-1.2867448057865363+1.2395746773364238j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,256.0,(0.41368253587429826+2.6509348364863143j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,362.03867196751236,(1.2375249935219286+0.497907744076994j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,512.0,(1.0098882334405899+0.049338379061104984j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,61,724.0773439350247,(-0.8860765224593032-2.566146004734273j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,1.0,(-1.355933362594289-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,1.4142135623730951,(-0.8771443358651596-2.1880003395045264j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,2.0,(1.2150327279375337-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,2.8284271247461903,(0.9594058744019139-0.17538918868292325j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,4.0,(1.2981009169165487+0.48605340302883715j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,5.656854249492381,(-1.0989021312389+0.33813538670873394j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,8.0,(0.79715266281266-2.204694413306669j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,11.313708498984761,(-1.2716020273225954+1.5662573132743116j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,16.0,(1.0035487245418335+0.09104501905173201j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,22.627416997969522,(1.1413239533075974+0.29695244474607907j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,32.0,(-1.1126966314996434-0.25954651853295324j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,45.254833995939045,(-1.2804646595429556-1.6518405835733936j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,64.0,(-1.250136537407704-1.3614365629088214j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,90.50966799187809,(1.1578279445913493-0.2723924151935258j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,128.0,(1.1879493111045747-0.4742229132451376j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,181.01933598375618,(-1.3859554294576848+1.1713054827347626j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,256.0,(0.4943912434343871+2.5217600639165765j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,362.03867196751236,(1.2644596081411748+0.49169125799908187j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,512.0,(1.0173819198307852+0.054924257751959984j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,62,724.0773439350247,(-0.8672531255593701-2.5641590402902397j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,1.0,(-1.355933362594289-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,1.4142135623730951,(-0.8771443358651594-2.1880003395045264j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,2.0,(1.2150327279375337-1.1253401296126977j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,2.8284271247461903,(0.9594058744019138-0.17538918868292316j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,4.0,(1.2981009169165487+0.48605340302883704j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,5.656854249492381,(-1.0989021312388998+0.338135386708734j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,8.0,(0.7971526628126594-2.2046944133066684j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,11.313708498984761,(-1.271602027322594+1.566257313274312j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,16.0,(1.0035487245418335+0.09104501905173215j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,22.627416997969522,(1.141323953307597+0.2969524447460798j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,32.0,(-1.1126966314996456-0.25954651853295174j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,45.254833995939045,(-1.2804646602149572-1.6518405836663113j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,64.0,(-1.4873186658677375-1.3285318197348075j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,90.50966799187809,(1.1319173263649145-0.2856248549518027j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,128.0,(1.1681744691069227-0.4447714411048782j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,63,181.01933598375618,(-1.43549791523545+1.2692976737226909j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
