branching_types,n_end,k,uscat,device,dtype,density_dtype,density_device,uscat_dtype,uscat_device
a,21,8.0,(0.7971526628123033-2.2046944133061093j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,11.313708498984761,(-1.2716020266912+1.5662572995117694j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,16.0,(1.0027519693177784+0.09107357138469449j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,22.627416997969522,(1.2594682335406446+0.3358481032247397j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,32.0,(-1.0811228896491432-0.15198756428563795j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,45.254833995939045,(-1.1209161748884138-1.7000031779767628j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,64.0,(-1.208009631643045-1.075563497602833j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,90.50966799187809,(1.1019593258834313-0.11221944268507252j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,128.0,(1.1629486506955629-0.29324785780882934j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,181.01933598375618,(-1.3659440635395916+0.9634944590923404j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,256.0,(-0.6077398405492676+2.375128700674834j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,362.03867196751236,(1.5214539422694047+0.5086123873044455j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,512.0,(1.0402357254971932-0.20675997348572478j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,21,724.0773439350247,(0.28232955147514566-1.8339410048996543j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,1.0,(-1.3559333625942889-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,1.4142135623730951,(-0.87714433586516-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,2.0,(1.2150327279375335-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,2.8284271247461903,(0.959405874401914-0.17538918868292314j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,4.0,(1.2981009169165487+0.48605340302883715j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,5.656854249492381,(-1.0989021312388993+0.3381353867087332j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,8.0,(0.7971526628126655-2.2046944133066226j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,11.313708498984761,(-1.2716020288570362+1.566257312853132j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,16.0,(1.0036454632266438+0.09119143191151623j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,22.627416997969522,(1.1371283239677408+0.1853769842344467j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,32.0,(-1.066017656349758-0.2442751170051899j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,45.254833995939045,(-1.1786020641383577-1.8712673049718265j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,64.0,(-1.2371098362046795-1.1943507227069656j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,90.50966799187809,(1.161511947123608-0.161515854694828j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,128.0,(1.167621358089808-0.3039869112047513j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,181.01933598375618,(-1.4366561793052037+0.9078018665418248j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,256.0,(-0.6206566901839251+2.605247191219113j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,362.03867196751236,(1.4870934373347957+0.4935189706754267j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,512.0,(1.033504042020545-0.21621223987802046j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,22,724.0773439350247,(0.2874436967328093-1.8985721080410018j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,1.0,(-1.3559333625942893-0.6578134486897366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,1.4142135623730951,(-0.8771443358651596-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,2.0,(1.2150327279375337-1.1253401296126977j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,2.8284271247461903,(0.9594058744019137-0.1753891886829232j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,4.0,(1.2981009169165487+0.48605340302883676j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,5.656854249492381,(-1.0989021312388996+0.33813538670873405j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,8.0,(0.7971526628126611-2.204694413306666j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,11.313708498984761,(-1.2716020273888098+1.5662573134161368j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,16.0,(1.0035642318829043+0.09101586604532212j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,22.627416997969522,(1.0746059985328527+0.33908646420504135j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,32.0,(-1.0443340600348119-0.24459028984891346j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,45.254833995939045,(-1.3648588249367042-1.7843823337353193j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,64.0,(-1.1509942471934136-1.2275015134939107j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,90.50966799187809,(1.1778911338630675-0.1443182715911267j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,128.0,(1.2483812967189836-0.27298848271413245j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,181.01933598375618,(-1.503390893640574+0.9973975548933696j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,256.0,(-0.590852936696336+2.6050141124674413j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,362.03867196751236,(1.5061003780041404+0.4437890174106153j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,512.0,(1.0133301586168997-0.2017548071814007j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,23,724.0773439350247,(0.325682173379482-1.8953346148353083j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,1.0,(-1.355933362594289-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,1.4142135623730951,(-0.87714433586516-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,2.0,(1.2150327279375333-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,2.8284271247461903,(0.9594058744019139-0.1753891886829232j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,4.0,(1.2981009169165485+0.4860534030288366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,5.656854249492381,(-1.0989021312388987+0.3381353867087341j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,8.0,(0.797152662812658-2.2046944133066675j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,11.313708498984761,(-1.2716020273122726+1.5662573132821738j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,16.0,(1.0035433531867466+0.09104475572351481j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,22.627416997969522,(1.1806684114241515+0.3201531027936904j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,32.0,(-1.064816274671897-0.3592096943690486j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,45.254833995939045,(-1.3464861263054886-1.7526111658713033j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,64.0,(-1.2403298356457004-1.3840235685331994j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,90.50966799187809,(1.2403521298340523-0.21108817763684165j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,128.0,(1.2617440501377473-0.31446077568410713j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,181.01933598375618,(-1.5635745664177896+0.9561960262299923j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,256.0,(-0.5691604436601327+2.865796985649146j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,362.03867196751236,(1.4670113336679131+0.43089779331501393j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,512.0,(1.0081090720956651-0.20902722348890454j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,24,724.0773439350247,(0.3320863706825699-1.9674171781812761j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,1.0,(-1.3559333625942893-0.6578134486897365j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,1.4142135623730951,(-0.8771443358651603-2.1880003395045264j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,2.0,(1.2150327279375335-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,2.8284271247461903,(0.9594058744019138-0.1753891886829234j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,4.0,(1.2981009169165487+0.4860534030288366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,5.656854249492381,(-1.0989021312388991+0.3381353867087349j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,8.0,(0.7971526628126577-2.2046944133066697j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,11.313708498984761,(-1.2716020273218294+1.5662573132737894j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,16.0,(1.0035489679831051+0.09104574391316639j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,22.627416997969522,(1.1400275088626728+0.2726772984453789j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,32.0,(-1.2102907190548036-0.30606045975207474j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,45.254833995939045,(-1.4651421006971448-1.6660455401838405j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,64.0,(-1.2697169111535263-1.3612489676779016j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,90.50966799187809,(1.2227431724064974-0.2256716337738043j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,128.0,(1.3356893330477437-0.2953972345829252j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,181.01933598375618,(-1.6398367969286043+1.0802466044477463j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,256.0,(-0.4861954784429737+2.851264645159333j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,362.03867196751236,(1.479123712563152+0.38837211795951343j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,512.0,(0.988268289087254-0.19477316703907194j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,25,724.0773439350247,(0.36865115550564187-1.9641008801185795j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,1.0,(-1.3559333625942884-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,1.4142135623730951,(-0.8771443358651599-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,2.0,(1.215032727937533-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,2.8284271247461903,(0.9594058744019138-0.17538918868292325j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,4.0,(1.298100916916548+0.4860534030288366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,5.656854249492381,(-1.0989021312388996+0.3381353867087335j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,8.0,(0.7971526628126591-2.204694413306667j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,11.313708498984761,(-1.2716020273226023+1.5662573132742534j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,16.0,(1.0035488024252175+0.09104496365135527j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,22.627416997969522,(1.133348142851593+0.3035886888873115j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,32.0,(-1.1430440263354171-0.20876871965245875j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,45.254833995939045,(-1.3340083891094299-1.5343713833594967j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,64.0,(-1.3553796819606423-1.4501701232990372j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,90.50966799187809,(1.2728661459935755-0.2929427337371728j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,128.0,(1.3499434399409187-0.3695352686373239j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,181.01933598375618,(-1.6760508798166858+1.061007796069994j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,256.0,(-0.4109594748733101+3.1185251922117834j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,362.03867196751236,(1.436878079734003+0.378068245960405j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,512.0,(0.9845966456867552-0.19990297922189712j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,26,724.0773439350247,(0.37597995831931874-2.0447424278084183j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,1.0,(-1.3559333625942886-0.6578134486897367j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,1.4142135623730951,(-0.8771443358651598-2.188000339504526j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,2.0,(1.2150327279375335-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,2.8284271247461903,(0.9594058744019139-0.17538918868292308j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,4.0,(1.2981009169165487+0.48605340302883715j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,5.656854249492381,(-1.0989021312388996+0.33813538670873344j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,8.0,(0.7971526628126597-2.204694413306669j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,11.313708498984761,(-1.2716020273225985+1.5662573132743103j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,16.0,(1.0035487168240476+0.09104501180094199j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,22.627416997969522,(1.1449722216836886+0.2978016573878425j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,32.0,(-1.1322377386900406-0.22249717939315775j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,45.254833995939045,(-1.3023063970899091-1.5815001874005987j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,64.0,(-1.4345055360810068-1.365260064389544j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,90.50966799187809,(1.2105832541872195-0.3330535089814178j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,128.0,(1.3994526557859819-0.3632628299855973j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,181.01933598375618,(-1.7465242581808467+1.2192428049712114j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,256.0,(-0.27306902477332423+3.0622168879724407j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,362.03867196751236,(1.4440344373223126+0.34403618566571453j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,512.0,(0.9650587019759167-0.18598201625057795j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,724.0773439350247,(0.4099064777455291-2.041746805930842j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,1.0,(-1.3559333625942886-0.657813448689736j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,1.4142135623730951,(-0.87714433586516-2.1880003395045247j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,2.0,(1.215032727937533-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,2.8284271247461903,(0.9594058744019137-0.17538918868292344j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,4.0,(1.298100916916548+0.4860534030288365j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,5.656854249492381,(-1.0989021312388998+0.33813538670873383j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,8.0,(0.7971526628126591-2.204694413306667j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,11.313708498984761,(-1.2716020273225916+1.566257313274313j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,16.0,(1.0035487238801237+0.09104501987656949j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,22.627416997969522,(1.1408669077937015+0.29590159114674364j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,32.0,(-1.0283779798774477-0.1896346464479643j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,45.254833995939045,(-1.2196849843761326-1.5421117754480922j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,64.0,(-1.4459122987029533-1.3751557364518763j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,90.50966799187809,(1.2336934767259473-0.37665568272693695j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,128.0,(1.4060256084979805-0.4624107953898663j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,181.01933598375618,(-1.739995182315411+1.2215340204139458j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,256.0,(-0.14456186546459868+3.2937693348726365j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,362.03867196751236,(1.4002257179926159+0.3361381254585999j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,512.0,(0.9629433079725009-0.18897713751328638j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,724.0773439350247,(0.417472642635616-2.1321547319020615j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,1.0,(-1.3559333625942895-0.6578134486897365j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,1.4142135623730951,(-0.87714433586516-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,2.0,(1.2150327279375328-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,2.8284271247461903,(0.9594058744019138-0.17538918868292347j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,4.0,(1.2981009169165492+0.48605340302883626j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,5.656854249492381,(-1.0989021312388998+0.33813538670873444j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,8.0,(0.7971526628126585-2.204694413306669j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,11.313708498984761,(-1.2716020273225932+1.5662573132743125j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,16.0,(1.0035487246147061+0.09104501911859343j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,22.627416997969522,(1.141167007370746+0.297211029605357j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,32.0,(-1.0659163961313238-0.3896319279952373j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,45.254833995939045,(-1.1761951152819483-1.6757744945460993j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,64.0,(-1.5197438986334204-1.2845959876232578j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,90.50966799187809,(1.1235165633120157-0.4183384403990677j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,128.0,(1.4153438360072585-0.4623845152925702j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,181.01933598375618,(-1.786313015098234+1.3993891489172614j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,256.0,(0.024750694008298192+3.170043587011845j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,362.03867196751236,(1.404176636388698+0.31104588062163063j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,512.0,(0.9437012137327199-0.17551016194344377j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,724.0773439350247,(0.44748315312663883-2.129878740815811j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,1.0,(-1.355933362594289-0.6578134486897363j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,1.4142135623730951,(-0.8771443358651596-2.188000339504525j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,2.0,(1.2150327279375328-1.1253401296126977j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,2.8284271247461903,(0.9594058744019136-0.17538918868292339j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,4.0,(1.2981009169165478+0.4860534030288366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,5.656854249492381,(-1.0989021312388996+0.3381353867087333j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,8.0,(0.7971526628126598-2.204694413306666j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,11.313708498984761,(-1.2716020273225923+1.5662573132743098j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,16.0,(1.003548724549326+0.09104501904632908j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,22.627416997969522,(1.1413936066349888+0.2969499746912584j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,32.0,(-1.2528712606095187-0.2726535173714716j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,45.254833995939045,(-1.2551270370393395-1.6916213928760608j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,64.0,(-1.4474023821733495-1.233994646986722j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,90.50966799187809,(1.1195725008740618-0.3984653171799185j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,128.0,(1.4092067225505343-0.5710573241456036j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,181.01933598375618,(-1.721821150789213+1.410031277124496j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,256.0,(0.17351249092796872+3.3290028409733874j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,362.03867196751236,(1.3601959429780746+0.30498370032308486j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,512.0,(0.9431238225449935-0.1763459703901202j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,724.0773439350247,(0.45413185809588846-2.231289464278847j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,1.0,(-1.355933362594289-0.6578134486897363j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,1.4142135623730951,(-0.8771443358651596-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,2.0,(1.2150327279375333-1.1253401296126972j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,2.8284271247461903,(0.9594058744019136-0.1753891886829232j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,4.0,(1.2981009169165483+0.48605340302883693j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,5.656854249492381,(-1.0989021312388996+0.3381353867087337j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,8.0,(0.79715266281266-2.204694413306668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,11.313708498984761,(-1.2716020273225945+1.5662573132743103j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,16.0,(1.003548724541528+0.09104501905088855j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,22.627416997969522,(1.1413162306073348+0.2969405597794476j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,32.0,(-1.063592910292106-0.13753442851216832j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,45.254833995939045,(-1.2530879299298356-1.7072688287235445j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,64.0,(-1.4648255920090563-1.20180220457129j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,90.50966799187809,(1.0054712598659072-0.3987443093734967j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,128.0,(1.3683644550135654-0.5657115726873734j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,181.01933598375618,(-1.7348123443756949+1.5784921551130149j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,256.0,(0.3340504783659144+3.138485964246629j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,362.03867196751236,(1.3622343907364127+0.28868848388834967j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,512.0,(0.9242030026173578-0.1634400851939995j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,724.0773439350247,(0.47854513384795794-2.230030960406736j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,1.0,(-1.3559333625942884-0.6578134486897361j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,1.4142135623730951,(-0.8771443358651597-2.188000339504525j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,2.0,(1.2150327279375333-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,2.8284271247461903,(0.9594058744019136-0.17538918868292327j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,4.0,(1.2981009169165478+0.4860534030288367j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,5.656854249492381,(-1.0989021312388987+0.33813538670873416j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
